2026-02-22 00:42:44,940 | TRANSPORT_LAYER      | INFO     | Transport layer initializated
2026-02-22 00:42:49,942 | TRANSPORT_LAYER      | INFO     | Transport layer receiving connection with module: <class 'shared.communication_architecture.layers.transport.modules.tcpip.TransportModule'>, with configurations: <configurations.classes.configurations.Configurations object at 0x7a695a184a10>
2026-02-22 00:42:49,942 | TRANSPORT_TCP_IP     | INFO     | Module configurated
2026-02-22 00:42:49,943 | TRANSPORT_TCP_IP     | INFO     | Module initializated
2026-02-22 00:42:49,943 | TRANSPORT_TCP_IP     | INFO     | Receiving connection with the module
2026-02-22 00:42:49,944 | TRANSPORT_TCP_IP     | INFO     | Starting receiver connections routine
2026-02-22 00:42:49,944 | TRANSPORT_LAYER      | INFO     | Connection (receive) registered with the identifier: 1
2026-02-22 00:42:49,946 | TRANSPORT_TCP_IP     | INFO     | Receiving connections of type: 2, with TCP
2026-02-22 00:42:49,946 | TRANSPORT_TCP_IP     | INFO     | Successfully binded the server
2026-02-22 00:42:49,946 | TRANSPORT_TCP_IP     | INFO     | Starting receive connections process
2026-02-22 00:42:49,957 | PROTECTION_LAYER     | INFO     | Protection layer initializated
2026-02-22 00:42:49,958 | PROTECTION_LAYER     | INFO     | Starting negotation with role: ACTIVE, with the connection: 1
2026-02-22 00:42:50,059 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,170 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,282 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,393 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,505 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,616 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,727 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,838 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:50,948 | TRANSPORT_TCP_IP     | ERROR    | Expired timeout on the connection reception
2026-02-22 00:42:50,949 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,060 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,172 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,283 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,395 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,506 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,618 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,729 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,840 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:42:51,949 | TRANSPORT_TCP_IP     | ERROR    | Expired timeout on the connection reception
2026-02-22 00:42:51,952 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
