2026-02-22 00:30:25,840 | TRANSPORT_LAYER      | INFO     | Transport layer initializated
2026-02-22 00:30:30,844 | TRANSPORT_LAYER      | INFO     | Transport layer receiving connection with module: <class 'shared.communication_architecture.layers.transport.modules.tcpip.TransportModule'>, with configurations: <configurations.classes.configurations.Configurations object at 0x79725ab84a10>
2026-02-22 00:30:30,844 | TRANSPORT_TCP_IP     | INFO     | Module configurated
2026-02-22 00:30:30,845 | TRANSPORT_TCP_IP     | INFO     | Module initializated
2026-02-22 00:30:30,845 | TRANSPORT_TCP_IP     | INFO     | Receiving connection with the module
2026-02-22 00:30:30,845 | TRANSPORT_TCP_IP     | INFO     | Starting receiver connections routine
2026-02-22 00:30:30,846 | TRANSPORT_LAYER      | INFO     | Connection (receive) registered with the identifier: 1
2026-02-22 00:30:30,848 | TRANSPORT_TCP_IP     | INFO     | Receiving connections of type: 2, with TCP
2026-02-22 00:30:30,849 | TRANSPORT_TCP_IP     | INFO     | Successfully binded the server
2026-02-22 00:30:30,850 | TRANSPORT_TCP_IP     | INFO     | Starting receive connections process
2026-02-22 00:30:30,870 | PROTECTION_LAYER     | INFO     | Protection layer initializated
2026-02-22 00:30:30,872 | PROTECTION_LAYER     | INFO     | Starting negotation with role: ACTIVE, with the connection: 1
2026-02-22 00:30:30,973 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,084 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,195 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,306 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,417 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,528 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,639 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,750 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,851 | TRANSPORT_TCP_IP     | ERROR    | Expired timeout on the connection reception
2026-02-22 00:30:31,861 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:31,972 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,083 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,194 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,306 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,417 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,528 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,639 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,750 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,853 | TRANSPORT_TCP_IP     | ERROR    | Expired timeout on the connection reception
2026-02-22 00:30:32,861 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:32,973 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,084 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,194 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,305 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,417 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,528 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,639 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,750 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,855 | TRANSPORT_TCP_IP     | ERROR    | Expired timeout on the connection reception
2026-02-22 00:30:33,861 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:33,972 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:34,083 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:34,194 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:34,307 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-22 00:30:34,419 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
