2026-02-16 20:49:42,545 | TRANSPORT_LAYER      | INFO     | Transport layer initializated
2026-02-16 20:49:42,554 | TRANSPORT_LAYER      | INFO     | Transport layer connecting with module: <class 'shared.communication_architecture.layers.transport.modules.tcpip.TransportModule'>, with configurations: <configurations.classes.configurations.Configurations object at 0x72b7836390a0>
2026-02-16 20:49:42,558 | TRANSPORT_TCP_IP     | INFO     | Module configurated
2026-02-16 20:49:42,558 | TRANSPORT_TCP_IP     | INFO     | Module initializated
2026-02-16 20:49:42,559 | TRANSPORT_TCP_IP     | INFO     | Connecting module
2026-02-16 20:49:42,561 | TRANSPORT_TCP_IP     | INFO     | Connecting with IP: 2, with TCP
2026-02-16 20:49:42,563 | TRANSPORT_TCP_IP     | INFO     | Module connected successfully
2026-02-16 20:49:42,564 | TRANSPORT_TCP_IP     | INFO     | Starting data receiver routine
2026-02-16 20:49:42,565 | TRANSPORT_LAYER      | INFO     | Connection result: True
2026-02-16 20:49:42,565 | TRANSPORT_LAYER      | INFO     | Connection (connect) registered with the identifier: 1
2026-02-16 20:49:42,568 | PROTECTION_LAYER     | INFO     | Protection layer initializated
2026-02-16 20:49:42,572 | PROTECTION_LAYER     | INFO     | Starting negotation with role: PASSIVE, with the connection: 1
2026-02-16 20:49:42,573 | TRANSPORT_TCP_IP     | INFO     | Sending data to the connection
2026-02-16 20:49:42,573 | TRANSPORT_TCP_IP     | INFO     | Data sended successfully: 74
2026-02-16 20:49:42,637 | TRANSPORT_TCP_IP     | INFO     | Total new data append: 44
2026-02-16 20:49:42,671 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-16 20:49:42,682 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,682 | TRANSPORT_LAYER      | INFO     | Data received: b'{', with length: 1, from the connection: 1
2026-02-16 20:49:42,682 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,682 | TRANSPORT_LAYER      | INFO     | Data received: b'"', with length: 1, from the connection: 1
2026-02-16 20:49:42,682 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,682 | TRANSPORT_LAYER      | INFO     | Data received: b'S', with length: 1, from the connection: 1
2026-02-16 20:49:42,682 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,682 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
2026-02-16 20:49:42,683 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,683 | TRANSPORT_LAYER      | INFO     | Data received: b'L', with length: 1, from the connection: 1
2026-02-16 20:49:42,683 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,683 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
2026-02-16 20:49:42,683 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,683 | TRANSPORT_LAYER      | INFO     | Data received: b'C', with length: 1, from the connection: 1
2026-02-16 20:49:42,683 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,683 | TRANSPORT_LAYER      | INFO     | Data received: b'T', with length: 1, from the connection: 1
2026-02-16 20:49:42,683 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,683 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
2026-02-16 20:49:42,684 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,684 | TRANSPORT_LAYER      | INFO     | Data received: b'D', with length: 1, from the connection: 1
2026-02-16 20:49:42,684 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,684 | TRANSPORT_LAYER      | INFO     | Data received: b'_', with length: 1, from the connection: 1
2026-02-16 20:49:42,684 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,685 | TRANSPORT_LAYER      | INFO     | Data received: b'M', with length: 1, from the connection: 1
2026-02-16 20:49:42,685 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,686 | TRANSPORT_LAYER      | INFO     | Data received: b'O', with length: 1, from the connection: 1
2026-02-16 20:49:42,686 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,686 | TRANSPORT_LAYER      | INFO     | Data received: b'D', with length: 1, from the connection: 1
2026-02-16 20:49:42,686 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,687 | TRANSPORT_LAYER      | INFO     | Data received: b'U', with length: 1, from the connection: 1
2026-02-16 20:49:42,687 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,687 | TRANSPORT_LAYER      | INFO     | Data received: b'L', with length: 1, from the connection: 1
2026-02-16 20:49:42,687 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:49:42,687 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
