2026-02-16 20:41:03,225 | TRANSPORT_LAYER      | INFO     | Transport layer initializated
2026-02-16 20:41:03,226 | TRANSPORT_LAYER      | INFO     | Transport layer connecting with module: <class 'shared.communication_architecture.layers.transport.modules.tcpip.TransportModule'>, with configurations: <configurations.classes.configurations.Configurations object at 0x7d2b6c239070>
2026-02-16 20:41:03,227 | TRANSPORT_TCP_IP     | INFO     | Module configurated
2026-02-16 20:41:03,227 | TRANSPORT_TCP_IP     | INFO     | Module initializated
2026-02-16 20:41:03,227 | TRANSPORT_TCP_IP     | INFO     | Connecting module
2026-02-16 20:41:03,229 | TRANSPORT_TCP_IP     | INFO     | Connecting with IP: 2, with TCP
2026-02-16 20:41:03,229 | TRANSPORT_TCP_IP     | INFO     | Module connected successfully
2026-02-16 20:41:03,230 | TRANSPORT_TCP_IP     | INFO     | Starting data receiver routine
2026-02-16 20:41:03,231 | TRANSPORT_LAYER      | INFO     | Connection result: True
2026-02-16 20:41:03,231 | TRANSPORT_LAYER      | INFO     | Connection (connect) registered with the identifier: 1
2026-02-16 20:41:03,233 | PROTECTION_LAYER     | INFO     | Protection layer initializated
2026-02-16 20:41:03,234 | PROTECTION_LAYER     | INFO     | Starting negotation with role: PASSIVE, with the connection: 1
2026-02-16 20:41:03,234 | TRANSPORT_TCP_IP     | INFO     | Sending data to the connection
2026-02-16 20:41:03,235 | TRANSPORT_TCP_IP     | INFO     | Data sended successfully: 74
2026-02-16 20:41:03,279 | TRANSPORT_TCP_IP     | INFO     | Total new data append: 44
2026-02-16 20:41:03,334 | TRANSPORT_LAYER      | INFO     | Data received: b'', with length: 0, from the connection: 1
2026-02-16 20:41:03,345 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,345 | TRANSPORT_LAYER      | INFO     | Data received: b'{', with length: 1, from the connection: 1
2026-02-16 20:41:03,346 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,346 | TRANSPORT_LAYER      | INFO     | Data received: b'"', with length: 1, from the connection: 1
2026-02-16 20:41:03,346 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,346 | TRANSPORT_LAYER      | INFO     | Data received: b'S', with length: 1, from the connection: 1
2026-02-16 20:41:03,347 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,347 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
2026-02-16 20:41:03,347 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,347 | TRANSPORT_LAYER      | INFO     | Data received: b'L', with length: 1, from the connection: 1
2026-02-16 20:41:03,347 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,348 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
2026-02-16 20:41:03,348 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,348 | TRANSPORT_LAYER      | INFO     | Data received: b'C', with length: 1, from the connection: 1
2026-02-16 20:41:03,348 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,348 | TRANSPORT_LAYER      | INFO     | Data received: b'T', with length: 1, from the connection: 1
2026-02-16 20:41:03,348 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,349 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
2026-02-16 20:41:03,349 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,349 | TRANSPORT_LAYER      | INFO     | Data received: b'D', with length: 1, from the connection: 1
2026-02-16 20:41:03,349 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,349 | TRANSPORT_LAYER      | INFO     | Data received: b'_', with length: 1, from the connection: 1
2026-02-16 20:41:03,350 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,350 | TRANSPORT_LAYER      | INFO     | Data received: b'M', with length: 1, from the connection: 1
2026-02-16 20:41:03,350 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,350 | TRANSPORT_LAYER      | INFO     | Data received: b'O', with length: 1, from the connection: 1
2026-02-16 20:41:03,350 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,350 | TRANSPORT_LAYER      | INFO     | Data received: b'D', with length: 1, from the connection: 1
2026-02-16 20:41:03,350 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,350 | TRANSPORT_LAYER      | INFO     | Data received: b'U', with length: 1, from the connection: 1
2026-02-16 20:41:03,350 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,351 | TRANSPORT_LAYER      | INFO     | Data received: b'L', with length: 1, from the connection: 1
2026-02-16 20:41:03,351 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,351 | TRANSPORT_LAYER      | INFO     | Data received: b'E', with length: 1, from the connection: 1
2026-02-16 20:41:03,351 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,351 | TRANSPORT_LAYER      | INFO     | Data received: b'"', with length: 1, from the connection: 1
2026-02-16 20:41:03,352 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
2026-02-16 20:41:03,352 | TRANSPORT_LAYER      | INFO     | Data received: b':', with length: 1, from the connection: 1
2026-02-16 20:41:03,352 | TRANSPORT_TCP_IP     | INFO     | Total readed data: 1
